"year_week","region","number_healthcare_workers","number_cases","population","incidence","cases_0-4","inc_0-4","cases_5-14","inc_5-14","cases_15-64","inc_15-64","cases_65+","inc_65+"
"2023-46","Veneto",73,679,96944,7,93,12.48,62,3.18,437,8.81,87,4.26
"2023-46","Friuli-Venezia Giulia",7,27,9079,2.97,8,6,18,4.31,1,0.39,0,0
"2023-46","Liguria",63,651,81344,8,36,19.4,41,7.86,441,9.07,133,5.18
"2023-46","Emilia-Romagna",96,1030,118724,8.68,118,15.33,113,5.98,633,9.88,166,5.91
"2023-46","Tuscany",38,312,54619,5.71,47,18.14,56,7.95,162,5.13,47,3.5
"2023-46","Umbria",12,66,13384,4.93,14,14.17,11,4.93,30,4.15,11,3.76
"2023-46","Marche",25,197,29651,6.64,36,9.79,26,3.31,110,8.48,25,4.85
"2023-46","Lazio",162,1243,214737,5.79,81,10.25,105,4.91,865,6.52,192,3.63
"2023-46","Abruzzo",53,607,67485,8.99,70,35.34,66,10.87,371,8.61,100,6.12
"2023-46","Molise",15,28,15555,1.8,3,12.45,2,2.78,19,1.77,4,1.03
"2023-46","Campania",14,113,18081,6.25,23,14.14,18,4.5,54,5.58,18,6.46
"2023-46","Apulia",57,381,75136,5.07,39,9.17,64,6.53,232,5.23,46,2.75
"2023-46","Basilicata",0,0,0,0,0,0,0,0,0,0,0,0
"2023-46","Calabria",0,0,0,0,0,0,0,0,0,0,0,0
"2023-46","Sicily",116,853,149173,5.72,73,11.46,96,6.57,486,5.34,198,5.32
"2023-46","Sardinia",15,82,18560,4.42,25,13.59,19,5.36,31,3.2,7,2.01
"2023-47","Piedmont",65,1016,91199,11.14,39,12.1,62,7.1,739,13.42,176,7.28
"2023-47","Aosta Valley",0,0,0,0,0,0,0,0,0,0,0,0
"2023-47","Lombardy",231,4144,329803,12.57,623,25.08,446,8.1,2452,13.57,623,9.01
"2023-47","AP Bolzano",0,0,0,0,0,0,0,0,0,0,0,0
"2023-47","AP Trento",13,119,18148,6.56,15,14.29,9,3.59,82,7.9,13,3.08
"2023-47","Veneto",85,914,112871,8.1,135,17.12,107,5.05,578,9.71,94,3.87
"2023-47","Friuli-Venezia Giulia",12,67,15174,4.42,10,5.09,14,2.48,39,7.18,4,1.87
"2023-47","Liguria",63,867,79719,10.88,61,33.39,62,11.76,586,11.97,158,6.68
"2023-47","Emilia-Romagna",112,1445,137095,10.54,162,17.83,164,7.27,896,12.12,223,7.07
"2023-47","Tuscany",43,544,61919,8.79,51,16.8,61,7.69,352,9.93,80,5.16
"2023-47","Umbria",14,118,15791,7.47,21,14.19,19,6.17,63,7.79,15,4.77
"2023-47","Marche",29,216,33744,6.4,33,7.64,37,3.69,127,9.34,19,3.27
"2023-47","Lazio",185,1803,244478,7.37,136,15.18,149,6.12,1235,8.16,283,4.73
"2023-47","Abruzzo",73,907,85002,10.67,82,31.72,74,9.37,584,11,167,7.79
"2023-47","Molise",15,40,15555,2.57,0,0,4,5.56,27,2.52,9,2.32
"2023-47","Campania",33,276,42464,6.5,60,13.68,38,4.11,136,6.23,42,5.99
"2023-47","Apulia",75,768,100750,7.62,51,9,115,9.17,483,7.98,119,5.41
"2023-47","Basilicata",0,0,0,0,0,0,0,0,0,0,0,0
"2023-47","Calabria",0,0,0,0,0,0,0,0,0,0,0,0
"2023-47","Sicily",126,1084,160836,6.74,108,14.55,157,8.93,604,6.26,215,5.46
"2023-47","Sardinia",16,80,19397,4.12,29,12.96,23,5.61,24,2.52,4,1.13
"2023-48","Piedmont",60,954,82355,11.58,50,14.09,78,8.52,645,13.49,181,8.29
"2023-48","Aosta Valley",0,0,0,0,0,0,0,0,0,0,0,0
"2023-48","Lombardy",221,4602,314425,14.64,754,33.13,489,9.42,2755,15.91,604,9.06
"2023-48","AP Bolzano",0,0,0,0,0,0,0,0,0,0,0,0
"2023-48","AP Trento",13,90,18395,4.89,8,7.62,8,3.22,64,6.07,10,2.32
"2023-48","Veneto",83,1089,114484,9.51,201,29.23,162,8.98,616,9.77,110,4.14
"2023-48","Friuli-Venezia Giulia",21,164,27346,6,32,8.93,49,6.12,77,7.1,6,1.22
"2023-48","Liguria",65,882,82489,10.69,54,36.68,75,16.85,617,12.02,136,5.39
"2023-48","Emilia-Romagna",112,1581,139379,11.34,228,23.85,174,7.47,965,12.93,214,6.71
"2023-48","Tuscany",43,658,61372,10.72,103,32.14,115,13.25,349,10.12,91,6.06
"2023-48","Umbria",15,127,17147,7.41,34,22.97,22,7.09,65,7.33,6,1.62
"2023-48","Marche",30,335,36037,9.3,69,15.29,69,6.53,166,11.23,31,5.03
"2023-48","Lazio",172,2114,227243,9.3,150,17.78,205,9.01,1469,10.44,290,5.24
"2023-48","Abruzzo",65,952,75060,12.68,90,36.26,82,11.23,633,13.55,147,7.91
"2023-48","Molise",15,58,15555,3.73,4,16.6,4,5.56,42,3.92,8,2.06
"2023-48","Campania",31,226,39438,5.73,46,10.67,48,5.08,102,5.32,30,4.6
"2023-48","Apulia",66,821,87786,9.35,76,14.21,107,9.36,501,9.6,137,7.27
"2023-48","Basilicata",0,0,0,0,0,0,0,0,0,0,0,0
"2023-48","Calabria",0,0,0,0,0,0,0,0,0,0,0,0
"2023-48","Sicily",115,1308,145701,8.98,193,33.36,228,16.5,686,7.64,201,5.54
"2023-48","Sardinia",16,152,19674,7.73,55,24.58,40,9.52,46,4.8,11,3.01
"2023-49","Piedmont",58,1002,82230,12.19,39,12.13,81,9.91,698,14.19,184,8.5
"2023-49","Aosta Valley",0,0,0,0,0,0,0,0,0,0,0,0
"2023-49","Lombardy",205,4292,293554,14.62,655,31.53,646,13.73,2440,14.98,551,8.76
"2023-49","AP Bolzano",0,0,0,0,0,0,0,0,0,0,0,0
"2023-49","AP Trento",14,132,19856,6.65,16,13.96,11,4.24,90,7.89,15,3.18
"2023-49","Veneto",83,1145,112753,10.15,234,31.93,244,12.35,563,9.3,104,4.14
"2023-49","Friuli-Venezia Giulia",26,202,33214,6.08,64,11.97,57,5.51,74,6.1,7,1.3
"2023-49","Liguria",61,778,75685,10.28,94,42.51,130,21.65,460,10.09,94,4.29
"2023-49","Emilia-Romagna",105,1295,126195,10.26,219,24.85,229,10.34,711,10.61,136,4.82
"2023-49","Tuscany",46,734,66926,10.97,109,34.01,108,12.36,410,10.61,107,6.55
"2023-49","Umbria",14,151,16193,9.33,19,19.41,25,9.53,86,9.66,21,5.69
"2023-49","Marche",28,349,30838,11.32,98,21.77,49,4.81,161,14.03,41,8.77
"2023-49","Lazio",159,1984,206890,9.59,218,25.74,244,10.83,1260,9.99,262,5.27
"2023-49","Abruzzo",69,996,81701,12.19,69,30.03,76,10.83,641,12.3,210,10.35
"2023-49","Molise",11,46,12817,3.59,2,8.3,7,10.19,28,3.15,9,2.99
"2023-49","Campania",36,372,45697,8.14,52,11.39,79,7.92,190,8.09,51,6.66
"2023-49","Apulia",60,884,80392,11,102,23.12,136,13.33,513,10.64,133,7.57
"2023-49","Basilicata",0,0,0,0,0,0,0,0,0,0,0,0
"2023-49","Calabria",0,0,0,0,0,0,0,0,0,0,0,0
"2023-49","Sicily",113,1617,145029,11.15,162,22.13,199,12.41,850,9.89,406,11.37
"2023-49","Sardinia",17,143,21776,6.57,40,20.27,32,8.85,61,5.16,10,2.29
"2023-50","Piedmont",65,1445,91664,15.76,110,34.87,158,18.6,968,17.38,209,8.59
"2023-50","Aosta Valley",0,0,0,0,0,0,0,0,0,0,0,0
"2023-50","Lombardy",236,5873,335510,17.5,1036,43.94,840,15.69,3263,17.49,734,10.22
"2023-50","AP Bolzano",7,99,10163,9.74,9,10.4,15,8.45,68,11.74,7,4.05
"2023-50","AP Trento",13,202,17860,11.31,48,35.27,48,14.49,92,9.73,14,3.75
"2023-50","Veneto",80,1543,106890,14.44,374,49.39,366,18.14,695,12.54,108,4.55
"2023-50","Friuli-Venezia Giulia",24,354,31317,11.3,63,14.05,82,8.82,161,13.29,48,8.85
"2023-50","Liguria",55,1109,68719,16.14,73,50.21,74,18.28,738,17.43,224,10.73
"2023-50","Emilia-Romagna",113,2298,138495,16.59,365,40.88,445,19.81,1249,16.61,239,7.49
"2023-50","Tuscany",45,1102,66141,16.66,130,42.83,157,19.7,664,17.23,151,9.1
"2023-50","Umbria",16,218,18258,11.94,37,30.81,40,11.76,116,11.73,25,6.64
"2023-50","Marche",25,524,29366,17.84,224,55.49,65,7.92,201,16.53,34,6.84
"2023-50","Lazio",167,2628,221236,11.88,284,32.87,359,15.36,1608,11.86,377,7.02
"2023-50","Abruzzo",70,1271,81879,15.52,145,48.63,132,16.74,754,14.82,240,11.93
"2023-50","Molise",8,53,8106,6.54,4,16.6,3,5.28,37,7.09,9,4.33
"2023-50","Campania",23,935,29622,31.56,67,25.95,95,15.45,636,40.16,137,27.1
"2023-50","Apulia",67,979,87386,11.2,154,23.99,193,13.78,502,10.32,130,7.09
"2023-50","Basilicata",9,20,11287,1.77,9,7.95,11,5.34,0,0,0,0
"2023-50","Calabria",0,0,0,0,0,0,0,0,0,0,0,0
"2023-50","Sicily",123,2175,155224,14.01,280,36.72,348,20.67,1160,12.44,387,10.32
"2023-50","Sardinia",15,117,19043,6.14,40,27.59,30,9.6,38,3.61,9,2.29
"2023-51","Piedmont",57,1296,79069,16.39,128,41.69,176,21.95,785,16.94,207,9.57
"2023-51","Aosta Valley",0,0,0,0,0,0,0,0,0,0,0,0
"2023-51","Lombardy",202,5844,291139,20.07,1060,56.12,936,21.54,3243,19.73,605,9.39
"2023-51","AP Bolzano",5,60,6946,8.64,6,6.94,18,10.43,34,10.81,2,1.65
"2023-51","AP Trento",11,234,16277,14.38,24,61.22,32,29.36,150,14.35,28,6.45
"2023-51","Veneto",67,1533,90517,16.94,371,65.68,320,21.83,747,15.1,95,4.58
"2023-51","Friuli-Venezia Giulia",17,645,22358,28.85,90,30.35,100,16.34,327,36.31,128,30
"2023-51","Liguria",53,1027,66333,15.48,88,55.35,82,19.1,641,15.87,216,10.77
"2023-51","Emilia-Romagna",98,2431,120409,20.19,505,57.27,514,23.77,1218,19.39,194,7.14
"2023-51","Tuscany",39,1087,55958,19.43,177,67.25,183,25.63,600,18.74,127,8.97
"2023-51","Umbria",18,309,20539,15.04,74,43.48,52,13.18,153,14.85,30,6.54
"2023-51","Marche",25,506,28730,17.61,143,32.08,135,15.43,188,17.07,40,8.86
"2023-51","Lazio",171,3137,227584,13.78,288,35.43,413,18.92,1973,13.89,463,8.33
"2023-51","Abruzzo",63,1174,73170,16.04,147,70.27,166,25.56,645,13.95,216,11.77
"2023-51","Molise",3,33,4597,7.18,0,0,0,0,27,8.08,6,5.08
"2023-51","Campania",14,461,19610,23.51,34,36.64,37,14.52,301,24.05,89,24.62
"2023-51","Apulia",69,1601,93531,17.12,195,32.58,255,18.52,848,15.71,303,15.31
"2023-51","Basilicata",9,24,11287,2.13,13,11.48,8,3.89,2,0.38,1,0.35
"2023-51","Calabria",0,0,0,0,0,0,0,0,0,0,0,0
"2023-51","Sicily",113,2224,145824,15.25,272,38.03,362,22.01,1255,14.48,335,9.41
"2023-51","Sardinia",9,202,11953,16.9,26,30.84,43,20.99,102,15.31,31,12.92
"2023-52","Piedmont",49,1025,68497,14.96,78,27.83,111,15.92,663,16.42,173,9.43
"2023-52","Aosta Valley",0,0,0,0,0,0,0,0,0,0,0,0
"2023-52","Lombardy",186,4507,263686,17.09,909,48.51,730,16.62,2359,16.4,509,8.91
"2023-52","AP Bolzano",4,23,6233,3.69,0,0,0,0,20,4.41,3,1.96
"2023-52","AP Trento",11,257,15436,16.65,45,42.86,45,19.18,142,16.74,25,7.03
"2023-52","Veneto",69,1375,95684,14.37,298,52.6,287,18.25,664,12.83,126,5.59
"2023-52","Friuli-Venezia Giulia",18,485,20472,23.69,67,22.28,61,9.43,253,33.2,104,30.83
"2023-52","Liguria",58,1291,71977,17.94,108,62.36,120,23.46,810,18.69,253,11.62
"2023-52","Emilia-Romagna",96,2392,120556,19.84,484,72.35,354,21.69,1250,18.42,304,10.24
"2023-52","Tuscany",35,1057,53007,19.94,109,79.22,91,20.37,690,21.08,167,11.57
"2023-52","Umbria",13,337,14694,22.93,69,60.16,63,22,172,23.04,33,10.25
"2023-52","Marche",22,477,26948,17.7,121,39.27,116,16.11,212,18,28,5.72
"2023-52","Lazio",182,3968,240782,16.48,433,49.93,563,23.87,2425,16.19,547,9.31
"2023-52","Abruzzo",70,1852,85118,21.76,134,62.35,179,26.25,1184,21.25,355,17.36
"2023-52","Molise",14,139,13721,10.13,5,20.75,3,4.5,115,12.43,16,4.49
"2023-52","Campania",21,659,26885,24.51,82,37.24,106,18.86,404,27.99,67,14.47
"2023-52","Apulia",69,1598,90921,17.58,267,42.25,283,19.74,846,16.44,202,10.74
"2023-52","Basilicata",9,86,11287,7.62,31,27.39,25,12.14,19,3.65,11,3.8
"2023-52","Calabria",0,0,0,0,0,0,0,0,0,0,0,0
"2023-52","Sicily",107,2307,140309,16.44,208,39.37,285,21.06,1394,16.19,420,11.87
"2023-52","Sardinia",17,384,20887,18.38,130,58.11,80,19.24,137,12.97,37,9.41
"2024-01","Piedmont",65,1365,91083,14.99,66,22.11,101,12.08,914,16.61,284,11.49
"2024-01","Aosta Valley",0,0,0,0,0,0,0,0,0,0,0,0
"2024-01","Lombardy",217,4888,309921,15.77,578,26.92,488,9.96,3159,18.2,663,10.06
"2024-01","AP Bolzano",7,88,10170,8.65,10,11.56,8,4.33,66,11.45,4,2.36
"2024-01","AP Trento",13,220,18053,12.19,27,25.71,23,9.48,144,13.98,26,6.08
"2024-01","Veneto",84,1381,112829,12.24,237,30.86,178,8.85,785,13.2,181,7.07
"2024-01","Friuli-Venezia Giulia",28,264,34683,7.61,62,13.15,40,4.39,130,9.11,32,4.86
"2024-01","Liguria",63,1482,78567,18.86,79,54.33,87,20.75,1028,20.98,288,12.04
"2024-01","Emilia-Romagna",113,2105,136984,15.37,328,31.41,248,9.74,1230,17.52,299,9.68
"2024-01","Tuscany",44,1260,64788,19.45,151,54.97,180,24.76,745,19.57,184,11.01
"2024-01","Umbria",15,276,16916,16.32,47,38.27,63,19.17,135,14.9,31,9.28
"2024-01","Marche",27,607,31050,19.55,134,32.1,112,11.33,293,24.27,68,13.84
"2024-01","Lazio",193,4221,257819,16.37,376,41.62,553,22.44,2654,16.48,638,10.12
"2024-01","Abruzzo",73,1835,86443,21.23,209,55.31,270,29.98,1050,19.71,306,15.01
"2024-01","Molise",12,167,13547,12.33,2,8.3,12,18.43,133,14.58,20,5.67
"2024-01","Campania",39,883,49550,17.82,155,33.43,145,14.1,473,18.37,110,12.38
"2024-01","Apulia",80,1937,104242,18.58,274,35.56,307,18.45,1110,19.04,246,11.39
"2024-01","Basilicata",9,120,11287,10.63,32,28.27,22,10.68,49,9.41,17,5.88
"2024-01","Calabria",0,0,0,0,0,0,0,0,0,0,0,0
"2024-01","Sicily",120,2890,152450,18.96,291,42.53,338,21.3,1856,19.95,405,11.04
"2024-01","Sardinia",19,489,24177,20.23,116,51.76,64,14.98,239,18.95,70,13.84
"2024-02","Piedmont",61,1050,85682,12.25,76,19.71,111,11.08,680,13.65,183,8.33
"2024-02","Aosta Valley",0,0,0,0,0,0,0,0,0,0,0,0
"2024-02","Lombardy",234,4069,329258,12.36,586,23.84,544,9.87,2445,13.56,494,7.14
"2024-02","AP Bolzano",5,162,7786,20.81,8,0,16,59.04,124,20.83,14,8.97
"2024-02","AP Trento",13,189,19060,9.92,11,14.51,5,2.58,149,12.8,24,5.08
"2024-02","Veneto",94,1367,128512,10.64,303,35.79,184,8.2,753,10.9,127,4.45
"2024-02","Friuli-Venezia Giulia",26,383,32105,11.93,80,21.53,54,6.36,216,15.94,33,5.2
"2024-02","Liguria",63,1237,80335,15.4,93,44.82,100,17.32,812,16.73,232,9.69
"2024-02","Emilia-Romagna",115,1724,141154,12.21,199,22.74,156,7.19,1086,14.1,283,8.4
"2024-02","Tuscany",41,802,60095,13.35,80,29.44,101,14.06,493,14.1,128,8.4
"2024-02","Umbria",18,348,19869,17.51,73,50.94,74,19.62,162,15.31,39,9.55
"2024-02","Marche",31,660,35429,18.63,134,26.3,168,15.42,305,22.25,53,9.24
"2024-02","Lazio",184,3300,242054,13.63,343,37.27,431,17.35,2034,13.61,492,8.41
"2024-02","Abruzzo",75,1594,87926,18.13,153,46.66,191,21.55,999,18.17,251,12.07
"2024-02","Molise",0,0,0,0,0,0,0,0,0,0,0,0
"2024-02","Campania",41,791,49317,16.04,175,30.96,169,14.2,350,14.89,97,11.74
"2024-02","Apulia",90,1887,120220,15.7,269,36.35,333,20.45,1053,15.01,232,8.8
"2024-02","Basilicata",9,119,11287,10.54,33,29.15,27,13.11,51,9.8,8,2.77
"2024-02","Calabria",0,0,0,0,0,0,0,0,0,0,0,0
"2024-02","Sicily",113,2388,141726,16.85,350,47.29,332,20.76,1280,15.16,426,12.56
"2024-02","Sardinia",19,459,24177,18.98,109,48.64,73,17.09,226,17.92,51,10.09
"2024-03","Piedmont",62,927,86995,10.66,84,24.26,106,11.53,600,11.66,137,5.99
"2024-03","Aosta Valley",0,0,0,0,0,0,0,0,0,0,0,0
"2024-03","Lombardy",238,3617,341240,10.6,625,26,421,7.51,2167,11.5,404,5.55
"2024-03","AP Bolzano",6,113,8555,13.21,16,18.5,16,9.3,75,16.47,6,4.24
"2024-03","AP Trento",15,236,20551,11.48,66,30.65,64,13.6,94,9.63,12,3.05
"2024-03","Veneto",92,1093,125256,8.73,265,33.95,177,8.49,562,8.23,89,3.15
"2024-03","Friuli-Venezia Giulia",33,580,41629,13.93,142,24.5,88,7.84,258,15.37,92,11.75
"2024-03","Liguria",65,1076,82337,13.07,120,35.1,121,13.83,653,13.83,182,7.93
"2024-03","Emilia-Romagna",125,1620,154771,10.47,311,33.91,230,9.94,894,10.5,185,4.96
"2024-03","Tuscany",41,638,59215,10.77,81,26.69,100,12.71,355,10.52,102,7.01
"2024-03","Umbria",15,231,17510,13.19,54,55.16,49,18.37,106,10.47,22,5.89
"2024-03","Marche",25,348,30041,11.58,86,23.64,99,11.62,136,10.6,27,5.34
"2024-03","Lazio",186,2700,244581,11.04,282,31.77,372,15.28,1655,10.9,391,6.57
"2024-03","Abruzzo",70,1437,84644,16.98,151,65.71,182,26.92,886,16.1,218,10.61
"2024-03","Molise",13,70,13015,5.38,2,8.33,6,8.71,56,6.31,6,1.87
"2024-03","Campania",23,628,29408,21.35,73,32.22,84,14.88,399,24.75,72,13.4
"2024-03","Apulia",61,815,81189,10.04,175,31.58,198,15.46,371,8.06,71,4.23
"2024-03","Basilicata",9,108,11287,9.57,24,21.2,24,11.66,56,10.76,4,1.38
"2024-03","Calabria",0,0,0,0,0,0,0,0,0,0,0,0
"2024-03","Sicily",116,1974,145688,13.55,328,41.37,315,18.62,963,11.28,368,10.37
"2024-03","Sardinia",18,342,22686,15.08,100,44.68,77,18.14,123,10.4,42,9.6
"2024-04","Piedmont",53,604,73622,8.2,51,14.48,59,6.7,397,9.18,97,5.37
"2024-04","Aosta Valley",0,0,0,0,0,0,0,0,0,0,0,0
"2024-04","Lombardy",223,2775,310334,8.94,605,23.93,448,7.89,1457,8.92,265,4.09
"2024-04","AP Bolzano",5,70,7464,9.38,10,29.67,8,8.37,48,9.68,4,3.29
"2024-04","AP Trento",8,73,11670,6.26,17,22.43,13,7.18,41,6.32,2,0.77
"2024-04","Veneto",92,983,125172,7.85,219,27.73,188,8.92,498,7.33,78,2.76
"2024-04","Friuli-Venezia Giulia",25,325,32300,10.06,182,34.78,66,7.03,68,5.65,9,1.6
"2024-04","Liguria",56,501,71275,7.03,62,42.64,50,12.45,324,7.32,65,3.02
"2024-04","Emilia-Romagna",109,1257,135622,9.27,223,25.77,178,8.33,722,9.82,134,4.18
"2024-04","Tuscany",37,538,52204,10.31,81,26.65,76,9.67,300,10.49,81,6.38
"2024-04","Umbria",14,189,14890,12.69,55,45.42,57,19.46,64,8.41,13,4.14
"2024-04","Marche",24,358,26917,13.3,113,29.15,96,11.44,127,12.28,22,5.1
"2024-04","Lazio",173,1988,226857,8.76,267,29.01,333,13.59,1167,8.45,221,4.02
"2024-04","Abruzzo",65,984,75442,13.04,147,52.29,155,21.23,549,11.62,133,7.36
"2024-04","Molise",15,73,15555,4.69,4,16.6,9,12.52,53,4.95,7,1.8
"2024-04","Campania",33,380,41699,9.11,88,20.89,80,8.38,163,7.77,49,7.03
"2024-04","Apulia",56,680,73747,9.22,144,28.41,162,13.63,290,6.96,84,5.56
"2024-04","Basilicata",9,91,11287,8.06,34,30.04,24,11.66,28,5.38,5,1.73
"2024-04","Calabria",0,0,0,0,0,0,0,0,0,0,0,0
"2024-04","Sicily",109,2302,136627,16.85,253,36.83,237,15.45,1134,14.05,678,20.12
"2024-04","Sardinia",18,329,22686,14.5,89,39.77,77,18.14,122,10.31,41,9.37
"2024-05","Piedmont",61,663,86284,7.68,73,18.93,84,8.46,420,8.35,86,3.88
"2024-05","Aosta Valley",0,0,0,0,0,0,0,0,0,0,0,0
"2024-05","Lombardy",216,2409,303333,7.94,539,22.08,423,7.84,1241,7.66,206,3.27
"2024-05","AP Bolzano",6,67,8588,7.8,10,11.56,14,7.8,43,9.11,0,0
"2024-05","AP Trento",11,107,15172,7.05,22,20.95,17,7.15,58,6.95,10,2.94
"2024-05","Veneto",90,892,122024,7.31,223,28.6,236,11.34,379,5.76,54,1.96
"2024-05","Friuli-Venezia Giulia",25,443,32307,13.71,144,34.33,89,9.6,155,12.12,55,9.1
"2024-05","Liguria",59,852,74694,11.41,111,51.25,113,19.03,488,11.02,140,6.28
"2024-05","Emilia-Romagna",110,1180,138346,8.53,227,25.42,182,8.16,650,8.66,121,3.77
"2024-05","Tuscany",40,542,57215,9.47,80,26.32,98,12.45,292,9.04,72,5.14
"2024-05","Umbria",12,130,13125,9.9,35,29.14,39,11.73,47,7.07,9,4.6
"2024-05","Marche",28,377,34325,10.98,149,40.3,68,7.77,142,9.16,18,2.83
"2024-05","Lazio",185,1738,243542,7.14,219,24.46,253,10.41,1056,7.01,210,3.52
"2024-05","Abruzzo",67,830,81020,10.24,132,46.96,151,19.78,450,8.85,97,4.92
"2024-05","Molise",9,40,8164,4.9,1,4.17,8,14.04,28,5.12,3,1.59
"2024-05","Campania",39,462,49866,9.26,85,17.14,93,9,225,8.78,59,6.59
"2024-05","Apulia",80,776,103468,7.5,191,24.3,195,11.24,319,5.6,71,3.34
"2024-05","Basilicata",9,52,11287,4.61,24,21.2,16,7.77,10,1.92,2,0.69
"2024-05","Calabria",0,0,0,0,0,0,0,0,0,0,0,0
"2024-05","Sicily",115,1315,145461,9.04,222,32.25,230,14.83,655,7.5,208,5.82
"2024-05","Sardinia",18,308,22686,13.58,112,50.04,83,19.56,79,6.68,34,7.77
"2024-06","Piedmont",55,532,76.95,6.91,37,12.43,67,8.53,350,7.62,78,3.86
"2024-06","Aosta Valley",0,0,0,0,0,0,0,0,0,0,0,0
"2024-06","Lombardy",193,2083,272761,7.64,550,26.51,393,8.19,963,6.56,177,3.1
"2024-06","AP Bolzano",4,36,5856,6.15,7,20.77,5,5.55,24,6.46,0,0
"2024-06","AP Trento",11,88,15149,5.81,17,16.19,16,6.61,46,5.42,9,2.81
"2024-06","Veneto",84,910,115091,7.91,204,29.77,199,11.12,441,6.96,66,2.45
"2024-06","Friuli-Venezia Giulia",31,424,39739,10.67,117,23.76,94,9.21,159,9.47,54,6.9
"2024-06","Liguria",55,770,68701,11.21,111,51.25,106,18.1,424,10.45,129,6.41
"2024-06","Emilia-Romagna",106,1109,133544,8.3,200,25.44,168,8.39,617,8.35,124,3.9
"2024-06","Tuscany",37,376,54094,6.95,51,21.23,53,8.43,224,7.12,48,3.44
"2024-06","Umbria",13,127,13809,9.2,28,23.12,35,11.9,52,7.14,12,5.05
"2024-06","Marche",25,253,29013,8.72,88,23.42,62,7.43,84,7.06,19,3.79
"2024-06","Lazio",178,1674,235689,7.1,220,26.17,260,11.25,991,6.76,203,3.52
"2024-06","Abruzzo",76,1032,91748,11.25,73,36.35,82,12.39,676,11.35,201,8.53
"2024-06","Molise",11,39,10240,3.81,2,8.33,7,10.45,27,3.98,3,1.17
"2024-06","Campania",30,249,36937,6.74,67,14.57,55,5.97,92,5.36,35,5.86
"2024-06","Apulia",53,471,67982,6.93,108,20.89,106,9.32,203,5.37,54,3.96
"2024-06","Basilicata",9,42,11287,3.72,18,15.9,13,6.31,11,2.11,0,0
"2024-06","Calabria",0,0,0,0,0,0,0,0,0,0,0,0
"2024-06","Sicily",109,1137,137746,8.25,209,29.81,234,15.05,500,6.1,194,5.83
"2024-06","Sardinia",19,264,24177,10.92,96,42.84,78,18.26,68,5.39,22,4.35
"2024-07","Piedmont",59,505,82033,6.16,41,10.63,51,5.18,341,7.24,72,3.39
"2024-07","Aosta Valley",0,0,0,0,0,0,0,0,0,0,0,0
"2024-07","Lombardy",209,1823,298033,6.12,442,19.47,315,6.26,914,5.66,152,2.4
"2024-07","AP Bolzano",4,31,5855,5.29,8,23.74,3,3.12,19,5.36,1,0.99
"2024-07","AP Trento",12,81,17241,4.7,8,10.55,6,3.15,55,5.34,12,2.81
"2024-07","Veneto",84,659,113645,5.8,125,18.33,151,8.35,327,5.24,56,2.13
"2024-07","Friuli-Venezia Giulia",27,189,33440,5.65,74,13.96,65,6.52,42,3.36,8,1.41
